fid,ID,Volume..L.,DBH..cm.,vol_opt_mean,Volume.Standard.Deviation..L.,dbhqsm_mean..cm.,DBH.Standard.Deviation..cm.,Number.of.Models,Height..m.,Surface.Area..m.2.,PatchDiam1,PatchDiam2Min,PatchDiam2Max,Processing.Time,X,Y,Z,Lat,Long,Elevation,plot_id,tree_id
1546,AM1_MT_Grenfell_5.0005,14.6707668,3.72941196,15.57,"1.99",7,"3",4,2.25018311,false,false,false,false,false,-12.7530298233032,37.7516593933105,258.751037597656,-31.3011813802962,145.300319308735,258.751162501983,AM1_MT_Grenfell_5,5
1547,AM1_MT_Grenfell_5.0938,14.6096849,5.51391877,14.93,"0.44",6,"1",4,4.43035889,false,false,false,false,false,-13.3631544113159,11.301323890686,258.518280029297,-31.301419931266,145.300312899952,258.51830406487,AM1_MT_Grenfell_5,938
1548,AM1_MT_Grenfell_5.0141,14.4421368,11.6368502,13.87,"0.76",12,"0",4,1.33679199,false,false,false,false,false,38.2177619934082,-47.1069107055664,257.342193603516,-31.3019467045018,145.300854682206,257.342482642271,AM1_MT_Grenfell_5,141
1549,AM1_MT_Grenfell_5.0242,14.4336033,7.04844669,15.02,"1.14",6,"1",4,4.49465942,false,false,false,false,false,-27.868236541748,-9.50654888153076,258.5537109375,-31.3016075935987,145.300160545302,258.553778874688,AM1_MT_Grenfell_5,242
1550,AM1_MT_Grenfell_5.1237,14.2501516,7.10248873,15.07,"0.98",7,"0",4,3.31655884,false,false,false,false,false,-22.6272792816162,-2.45815467834473,258.517181396484,-31.3015440254705,145.300215593942,258.517221969552,AM1_MT_Grenfell_5,1237
1551,AM1_MT_Grenfell_5.1226,13.9749889,4.60229144,11.98,"2.83",4,"1",4,2.23016357,false,false,false,false,false,15.0839624404907,44.383430480957,258.479187011719,-31.3011215694586,145.300611693631,258.479359867983,AM1_MT_Grenfell_5,1226
1552,AM1_MT_Grenfell_5.0366,13.7844181,8.19355622,13.31,"0.62",9,"0",4,1.47915649,false,false,false,false,false,-4.97180414199829,-46.8148422241211,257.987426757812,-31.3019440709604,145.300401038172,257.987601182424,AM1_MT_Grenfell_5,366
1553,AM1_MT_Grenfell_5.0788,13.6984911,8.15476924,13.42,"0.88",8,"0",4,2.77630615,false,false,false,false,false,-47.4001426696777,-22.0410308837891,258.786468505859,-31.3017206392725,145.299955391023,258.786682702601,AM1_MT_Grenfell_5,788
1554,AM1_MT_Grenfell_5.0603,13.5777912,7.27023408,13.64,"0.44",7,"0",4,2.25372314,false,false,false,false,false,30.0738563537598,-46.8144683837891,257.395812988281,-31.3019440672503,145.300769142223,257.396056309342,AM1_MT_Grenfell_5,603
1555,AM1_MT_Grenfell_5.0289,13.4768047,6.25080615,13.74,"1.41",6,"0",4,2.41778564,false,false,false,false,false,-5.81031799316406,25.8943309783936,258.438751220703,-31.301288319526,145.300392231223,258.438806635328,AM1_MT_Grenfell_5,289
1556,AM1_MT_Grenfell_5.1022,13.3464422,8.5273169,13.5,"1.25",8,"0",4,2.72619629,false,false,false,false,false,-10.2456731796265,-41.6875038146973,258.165802001953,-31.30189782834,145.300345643854,258.165946998633,AM1_MT_Grenfell_5,1022
1557,AM1_MT_Grenfell_5.0558,13.2805929,3.53439823,18.2,"9.18",4,"0",4,5.06790161,false,false,false,false,false,-21.5356025695801,10.0116329193115,258.719848632812,-31.3014315626454,145.300227060655,258.719892841764,AM1_MT_Grenfell_5,558
1558,AM1_MT_Grenfell_5.0535,13.1767273,6.86485171,13.46,"0.59",6,"0",4,2.98687744,false,false,false,false,false,-11.9673919677734,29.0265159606934,258.670593261719,-31.3012600708549,145.300327560552,258.670670787804,AM1_MT_Grenfell_5,535
1559,AM1_MT_Grenfell_5.1017,13.1298161,6.11171536,12.74,"1.31",6,"1",4,3.16799927,false,false,false,false,false,-38.2454605102539,-22.24782371521,258.724822998047,-31.3017225046397,145.30005154748,258.724976510741,AM1_MT_Grenfell_5,1017
1560,AM1_MT_Grenfell_5.1466,13.118969,5.79201877,13.42,"0.81",6,"0",4,2.91070557,false,false,false,false,false,-1.87204885482788,-38.0416030883789,258.106262207031,-31.3018649466416,145.300433596639,258.106376377866,AM1_MT_Grenfell_5,1466
1561,AM1_MT_Grenfell_5.0816,13.0540352,7.52780959,13.06,"0.14",6,"1",4,2.80633545,false,false,false,false,false,-48.0325050354004,33.3672027587891,259.091522216797,-31.3012209220445,145.299948751673,259.091790532693,AM1_MT_Grenfell_5,816
1562,AM1_MT_Grenfell_5.0659,13.0020685,7.54432455,12.49,"0.92",8,"2",4,2.39147949,false,false,false,false,false,-13.4553651809692,-36.9740791320801,258.189971923828,-31.3018553187477,145.300311930759,258.190093696117,AM1_MT_Grenfell_5,659
1563,AM1_MT_Grenfell_5.1867,12.9891119,8.2313396,13.25,"0.83",9,"1",4,2.56698608,false,false,false,false,false,-13.5844717025757,-37.6608848571777,258.238494873047,-31.3018615129251,145.300310574675,258.238620953634,AM1_MT_Grenfell_5,1867
1564,AM1_MT_Grenfell_5.0124,12.7259054,6.18883483,12.66,"0.24",6,"1",4,4.08145142,false,false,false,false,false,-10.0699825286865,28.6529178619385,258.391937255859,-31.3012634402779,145.300347489942,258.392009812407,AM1_MT_Grenfell_5,124
1565,AM1_MT_Grenfell_5.0277,12.4648905,7.67781734,12.76,"0.83",8,"0",4,3.15393066,false,false,false,false,false,-31.5031280517578,25.8057727813721,258.961029052734,-31.3012891178244,145.300122367292,258.961159191094,AM1_MT_Grenfell_5,277
1566,AM1_MT_Grenfell_5.0761,12.3227243,3.41456719,12.46,"1.03",4,"2",4,3.08859253,false,false,false,false,false,31.6802558898926,-46.9796981811523,257.414093017578,-31.3019455573855,145.300786015135,257.414345326833,AM1_MT_Grenfell_5,761
1567,AM1_MT_Grenfell_5.0946,12.180439,10.1501182,12.27,"0.75",10,"0",4,1.58206177,false,false,false,false,false,-21.1634731292725,36.7199058532715,259.080627441406,-31.3011906853969,145.300230969893,259.080768640153,AM1_MT_Grenfell_5,946
1568,AM1_MT_Grenfell_5.0817,12.1192198,6.23988993,12.1,"0.47",6,"0",4,4.70480347,false,false,false,false,false,-14.8141403198242,10.6662969589233,258.480224609375,-31.3014256584455,145.300297659517,258.480250749737,AM1_MT_Grenfell_5,817
1569,AM1_MT_Grenfell_5.0737,12.114378,6.66570663,11.92,"0.45",7,"2",4,2.06628418,false,false,false,false,false,53.8787727355957,-30.6951274871826,257.037567138672,-31.3017986888546,145.301019177657,257.037868644111,AM1_MT_Grenfell_5,737
1570,AM1_MT_Grenfell_5.1869,12.0816708,7.58849978,12.26,"0.31",7,"2",4,3.48400879,false,false,false,false,false,-20.6090202331543,15.7762336730957,258.644439697266,-31.3013795727284,145.300236793126,258.64449254889,AM1_MT_Grenfell_5,1869
1571,AM1_MT_Grenfell_5.0751,11.8092184,3.54180187,12.5,"3.6",4,"0",4,2.42144775,false,false,false,false,false,5.11283588409424,23.327127456665,258.127166748047,-31.3013114726826,145.300506962383,258.127211621031,AM1_MT_Grenfell_5,751
1572,AM1_MT_Grenfell_5.0848,11.5686655,4.13139127,12.17,"1.52",4,"1",4,3.64367676,false,false,false,false,false,43.8647193908691,-13.8281850814819,257.463073730469,-31.3016465692125,145.300913993872,257.463239473291,AM1_MT_Grenfell_5,848
1573,AM1_MT_Grenfell_5.0256,11.3824081,4.15582769,12.24,"1.4",4,"0",4,2.16503906,false,false,false,false,false,-7.9367151260376,31.9309501647949,258.751159667969,-31.301233876305,145.300369896702,258.751244846731,AM1_MT_Grenfell_5,256
1574,AM1_MT_Grenfell_5.1634,11.3126144,4.51144911,11.47,"0.44",5,"1",4,3.09268188,false,false,false,false,false,-14.8077335357666,-41.3400039672852,258.258361816406,-31.3018946942448,145.300297726035,258.258513492532,AM1_MT_Grenfell_5,1634
1575,AM1_MT_Grenfell_5.1868,11.303091,1.82814468,11.04,"0.79",4,"2",4,3.55194092,false,false,false,false,false,-21.6152267456055,15.7460956573486,258.715362548828,-31.3013798445213,145.300226224447,258.715418652631,AM1_MT_Grenfell_5,1868
1576,AM1_MT_Grenfell_5.0906,11.1933212,5.91138899,9.64,"5.51",6,"2",4,2.29675293,false,false,false,false,false,-39.5747108459473,-26.7017669677734,258.721130371094,-31.3017626739331,145.300037585483,258.721309143119,AM1_MT_Grenfell_5,906
1577,AM1_MT_Grenfell_5.0977,10.9888344,5.95574975,11.07,"0.5",8,"2",4,2.15594482,false,false,false,false,false,-38.5733375549316,22.8643970489502,258.969085693359,-31.3013156453677,145.30004810537,258.969243366271,AM1_MT_Grenfell_5,977
1578,AM1_MT_Grenfell_5.0995,10.9530878,7.94008747,10.91,"0.58",8,"0",4,2.66882324,false,false,false,false,false,-35.5433044433594,-1.77678573131561,259.052429199219,-31.3015378799983,145.300079930402,259.052528387867,AM1_MT_Grenfell_5,995
1579,AM1_MT_Grenfell_5.0634,10.8213844,11.410708,11.62,"1.68",11,"0",4,1.25976562,false,false,false,false,false,-23.5002574920654,-43.5722389221191,258.410217285156,-31.3019148262313,145.300206423636,258.410409959033,AM1_MT_Grenfell_5,634
1580,AM1_MT_Grenfell_5.0894,10.2187071,7.13706687,10.53,"0.66",7,"1",4,2.21081543,false,false,false,false,false,-9.38098621368408,-46.5152893066406,258.068939208984,-31.3019413693121,145.30035472609,258.06911639031,AM1_MT_Grenfell_5,894
1581,AM1_MT_Grenfell_5.1256,9.95667648,5.0786797,9.9,"0.83",5,"0",4,4.84494019,false,false,false,false,false,-23.6303939819336,15.5038566589355,258.642486572266,-31.3013820291919,145.300205058147,258.642549222335,AM1_MT_Grenfell_5,1256
1582,AM1_MT_Grenfell_5.1741,9.80856609,7.86359757,9.34,"0.87",6,"2",4,4.04693604,false,false,false,false,false,-20.2037963867188,12.0297040939331,258.784729003906,-31.3014133620373,145.30024104932,258.784772360697,AM1_MT_Grenfell_5,1741
1583,AM1_MT_Grenfell_5.1138,9.71336174,7.70515651,9.61,"1.47",8,"1",4,2.61297607,false,false,false,false,false,-20.1449604034424,38.0166206359863,259.107757568359,-31.3011789905715,145.300241667838,259.107903097756,AM1_MT_Grenfell_5,1138
1584,AM1_MT_Grenfell_5.0873,9.44381237,5.64363934,9.46,"0.61",7,"1",4,2.31027222,false,false,false,false,false,-11.7537117004395,-44.6578979492188,258.135070800781,-31.3019246177963,145.300329804061,258.135238581337,AM1_MT_Grenfell_5,873
1585,AM1_MT_Grenfell_5.0953,9.40784836,8.51368308,11.04,"3.56",9,"2",4,1.6388855,false,false,false,false,false,-13.0069093704224,-49.9209213256836,258.325042724609,-31.3019720840627,145.300316640969,258.32525211107,AM1_MT_Grenfell_5,953
1586,AM1_MT_Grenfell_5.0706,9.37875652,9.07256007,9.22,"0.33",9,"0",4,1.54067993,false,false,false,false,false,30.8628902435303,17.6991539001465,257.693481445312,-31.3013622299943,145.300777427878,257.693580699153,AM1_MT_Grenfell_5,706
1587,AM1_MT_Grenfell_5.0927,9.00244522,5.58449961,9.41,"1.86",6,"2",4,2.61569214,false,false,false,false,false,-15.4119434356689,24.3577976226807,258.783233642578,-31.3013021771785,145.300291380713,258.783298939466,AM1_MT_Grenfell_5,927
1588,AM1_MT_Grenfell_5.1012,8.98039246,5.37228659,10.39,"1.75",6,"2",4,3.32675171,false,false,false,false,false,1.74733924865723,-39.3694343566895,258.011352539062,-31.3018769221267,145.300471613051,258.011474763043,AM1_MT_Grenfell_5,1012
1589,AM1_MT_Grenfell_5.1526,8.86284447,6.61412552,8.85,"0.25",7,"0",4,3.57852173,false,false,false,false,false,-18.0974254608154,12.4096784591675,258.596771240234,-31.3014099351459,145.300263173577,258.596809010021,AM1_MT_Grenfell_5,1526
1590,AM1_MT_Grenfell_5.0959,8.45653534,3.5221234,9.05,"1.39",5,"2",4,1.73419189,false,false,false,false,false,-32.3197250366211,9.09912586212158,258.596435546875,-31.3014397921368,145.300113789622,258.596523870714,AM1_MT_Grenfell_5,959
1591,AM1_MT_Grenfell_5.0135,8.26909637,7.21524805,8.08,"0.7",6,"2",4,1.91165161,false,false,false,false,false,50.8986587524414,46.8835105895996,257.533752441406,-31.301099020591,145.300987871917,257.534128335305,AM1_MT_Grenfell_5,135
1592,AM1_MT_Grenfell_5.1871,7.7567625,3.76372337,9.47,"5.27",4,"2",4,5.63925171,false,false,false,false,false,-21.1090965270996,15.0487623214722,258.718658447266,-31.3013861336588,145.300231540566,258.718711168505,AM1_MT_Grenfell_5,1871
1593,AM1_MT_Grenfell_5.1423,7.42837429,8.70055258,7.78,"0.82",7,"1",4,2.14746094,false,false,false,false,false,-11.632511138916,-41.607494354248,258.473480224609,-31.3018971067174,145.30033107714,258.473627071828,AM1_MT_Grenfell_5,1423
1594,AM1_MT_Grenfell_5.1168,7.20618439,6.27433434,7.45,"1.68",9,"3",4,1.58056641,false,false,false,false,false,-13.1218147277832,-48.3172798156738,258.411346435547,-31.3019576210919,145.300315434077,258.411543657072,AM1_MT_Grenfell_5,1168
1595,AM1_MT_Grenfell_5.1305,7.12116003,6.1118938,7.51,"2.54",7,"1",4,1.77502441,false,false,false,false,false,41.7874450683594,-9.66788291931152,257.325653076172,-31.3016090482427,145.300892175009,257.325797189027,AM1_MT_Grenfell_5,1305
1596,AM1_MT_Grenfell_5.1640,7.0409832,4.41458039,7.27,"0.36",6,"1",4,1.88479614,false,false,false,false,false,-19.3612899780273,37.6774635314941,258.901885986328,-31.3011820493727,145.300249899082,258.902027070522,AM1_MT_Grenfell_5,1640
1597,AM1_MT_Grenfell_5.0964,7.01883221,5.58274984,7.09,"0.71",6,"3",4,1.67553711,false,false,false,false,false,-6.99069547653198,-29.619909286499,258.204986572266,-31.3017889928233,145.300379832759,258.205059448257,AM1_MT_Grenfell_5,964
1598,AM1_MT_Grenfell_5.1872,6.81402874,5.25845401,6.81,"1.64",6,"1",4,2.12490845,false,false,false,false,false,-18.0553951263428,15.0954933166504,258.665466308594,-31.3013857122503,145.300263615093,258.665509772487,AM1_MT_Grenfell_5,1872
1599,AM1_MT_Grenfell_5.0921,6.79007101,5.64659983,7.06,"0.4",6,"1",4,2.19137573,false,false,false,false,false,-33.867115020752,24.7379016876221,258.966705322266,-31.3012987487018,145.300097537165,258.966843314469,AM1_MT_Grenfell_5,921
1600,AM1_MT_Grenfell_5.1160,6.75322294,5.39573394,6.53,"0.35",5,"0",4,2.57455444,false,false,false,false,false,6.7676043510437,-47.8447914123535,257.903778076172,-31.30195335989,145.300524343702,257.903961824253,AM1_MT_Grenfell_5,1160
1601,AM1_MT_Grenfell_5.0881,6.44402075,3.62392217,6.58,"0.3",4,"0",4,2.39749146,false,false,false,false,false,51.260383605957,47.0125274658203,257.413116455078,-31.301097856986,145.300991671284,257.41349619627,AM1_MT_Grenfell_5,881
1602,AM1_MT_Grenfell_5.0301,6.34828568,5.14735319,11.21,"10.4",8,"6",4,1.56185913,false,false,false,false,false,-25.3243980407715,36.8352661132812,258.91357421875,-31.301189644891,145.300187265741,258.913731232285,AM1_MT_Grenfell_5,301
1603,AM1_MT_Grenfell_5.1486,5.83095455,6.72101155,6.39,"1.51",7,"0",4,1.60803223,false,false,false,false,false,-9.80796909332275,-41.0684852600098,258.177856445312,-31.3018922455223,145.300350241307,258.17799672205,AM1_MT_Grenfell_5,1486
1604,AM1_MT_Grenfell_5.0487,5.81609583,8.59443843,5.94,"0.39",9,"0",4,1.25561523,false,false,false,false,false,-48.1241264343262,-21.7557888031006,259.036163330078,-31.3017180666865,145.299947786672,259.036381962709,AM1_MT_Grenfell_5,487
1605,AM1_MT_Grenfell_5.0086,5.4353838,5.60197234,5.07,"0.61",5,"0",4,1.75790405,false,false,false,false,false,48.598804473877,-46.7357139587402,257.092254638672,-31.3019433563719,145.300963720072,257.092611521482,AM1_MT_Grenfell_5,86
1606,AM1_MT_Grenfell_5.1239,5.34191132,9.59685445,5.49,"1.55",9,"2",4,1.0697937,false,false,false,false,false,-46.2345962524414,-21.2309627532959,258.919525146484,-31.3017133334521,145.299967633421,258.919728038833,AM1_MT_Grenfell_5,1239
1607,AM1_MT_Grenfell_5.0342,5.24755764,4.81656529,5.29,"0.08",5,"0",4,2.10403442,false,false,false,false,false,-46.7615928649902,-25.5665416717529,258.726226806641,-31.3017524352674,145.29996209788,258.726449505426,AM1_MT_Grenfell_5,342
1608,AM1_MT_Grenfell_5.1549,5.21709776,8.12623128,5.32,"0.15",8,"0",4,1.59286499,false,false,false,false,false,-13.4613437652588,-37.2821388244629,258.356597900391,-31.3018580970757,145.300311867963,258.356721487828,AM1_MT_Grenfell_5,1549
1609,AM1_MT_Grenfell_5.0778,4.95699978,6.72780424,4.98,"0.29",6,"2",4,1.43518066,false,false,false,false,false,-19.6426448822021,25.5197277069092,258.745239257812,-31.3012916978679,145.300246943636,258.745320730843,AM1_MT_Grenfell_5,778
1610,AM1_MT_Grenfell_5.1432,4.8524313,4.97858822,4.8,"0.09",5,"0",4,2.17028809,false,false,false,false,false,-51.1286277770996,27.8915748596191,259.202575683594,-31.3012703056515,145.299916231361,259.202841645107,AM1_MT_Grenfell_5,1432
1611,AM1_MT_Grenfell_5.0892,4.55797386,6.19450845,4.26,"0.53",6,"0",4,1.35247803,false,false,false,false,false,-44.8671875,-3.86261606216431,259.065399169922,-31.301556691416,145.299981996827,259.065558004193,AM1_MT_Grenfell_5,892
1612,AM1_MT_Grenfell_5.1125,4.27968597,3.88397723,3.98,"0.6",4,"0",4,2.78811646,false,false,false,false,false,-20.0121574401855,-5.04767465591431,258.359100341797,-31.3015673799502,145.300243061843,258.359133711085,AM1_MT_Grenfell_5,1125
1613,AM1_MT_Grenfell_5.0870,4.07989836,2.90251039,5.03,"2.02",4,"1",4,2.23849487,false,false,false,false,false,-9.05332565307617,14.0657482147217,258.422882080078,-31.3013949994424,145.300358168244,258.422904066741,AM1_MT_Grenfell_5,870
1614,AM1_MT_Grenfell_5.0862,4.02718925,6.7938149,4.55,"0.7",7,"0",4,1.16165161,false,false,false,false,false,-25.1839427947998,26.1073017120361,258.852844238281,-31.3012863985373,145.300188740736,258.85294755362,AM1_MT_Grenfell_5,862
1615,AM1_MT_Grenfell_5.1402,3.6977663,3.18805091,3.5,"0.32",4,"1",4,2.22009277,false,false,false,false,false,-0.77845424413681,-43.0962905883789,258.542388916016,-31.301910533965,145.300445083257,258.542535138316,AM1_MT_Grenfell_5,1402
1616,AM1_MT_Grenfell_5.0800,3.69369435,5.42253591,3.72,"0.08",5,"0",4,2.04443359,false,false,false,false,false,-7.68849039077759,-29.4577465057373,258.431823730469,-31.3017875302914,145.300372503448,258.431896653958,AM1_MT_Grenfell_5,800
1617,AM1_MT_Grenfell_5.0842,3.62180781,5.36886714,3.84,"0.35",6,"0",4,1.16342163,false,false,false,false,false,-46.4301528930664,-31.5188083648682,258.70703125,-31.3018061177369,145.299965578892,258.707278272137,AM1_MT_Grenfell_5,842
1618,AM1_MT_Grenfell_5.1577,2.96811438,4.59154546,3.27,"0.43",5,"0",4,1.42282104,false,false,false,false,false,-37.9332122802734,-21.9015655517578,258.863464355469,-31.3017193818036,145.30005482721,258.863614802249,AM1_MT_Grenfell_5,1577
1619,AM1_MT_Grenfell_5.0470,2.39213514,2.50331294,2.39,"0.26",3,"0",4,1.86907959,false,false,false,false,false,-47.2863807678223,36.0667686462402,259.18212890625,-31.301196575165,145.299956588704,259.182406404056,AM1_MT_Grenfell_5,470
1620,AM1_MT_Grenfell_5.1128,2.25929117,4.98236641,2.18,"0.26",5,"0",4,1.03665161,false,false,false,false,false,37.7388000488281,41.8542518615723,257.769561767578,-31.3011443791266,145.300849648017,257.76981118042,AM1_MT_Grenfell_5,1128
1621,AM1_MT_Grenfell_5.0426,2.14511442,3.28794681,1.92,"0.44",3,"0",4,1.59454346,false,false,false,false,false,49.5517578125,-42.5749931335449,257.034484863281,-31.3019058315109,145.30097372927,257.034819824621,AM1_MT_Grenfell_5,426
1622,AM1_MT_Grenfell_5.1316,0.243750632,3.48159373,0.24,NA,3,NA,1,0.0296630859,false,false,false,false,false,-20.2243175506592,-30.3602561950684,258.313507080078,-31.3017956697241,145.300240832903,258.31361165829,AM1_MT_Grenfell_5,1316
1623,AM1_MT_Grenfell_5.0209,0.0612941198,1.24999993,0.06,"0",1,"0",4,0.0159606934,false,false,false,false,false,39.3713798522949,10.8457584381104,257.503723144531,-31.3014240393271,145.300866797003,257.503853802569,AM1_MT_Grenfell_5,209
1624,AM1_MT_Grenfell_5.0318,0.0457963273,1.24999993,0.05,"0.01",1,"0",4,-0.0115661621,false,false,false,false,false,1.03776323795319,23.3540134429932,258.485260009766,-31.3013112302252,145.30046415992,258.485303017311,AM1_MT_Grenfell_5,318
1625,AM1_MT_Grenfell_6.1170,4195.98486,15.3800517,3787.33,"707.05",20,"3",4,14.712616,false,false,false,false,false,-7.7138524055481,-41.0693321228027,265.048217773438,-31.2914902869017,145.298509856141,265.048355182633,AM1_MT_Grenfell_6,1170
1626,AM1_MT_Grenfell_6.0093,4022.3313,67.6769793,4082.58,"342.77",48,"29",4,12.2853088,false,false,false,false,false,11.909670829773,-27.0525608062744,264.65869140625,-31.2913638719869,145.29871594976,264.658760113642,AM1_MT_Grenfell_6,93
1627,AM1_MT_Grenfell_6.1070,3121.60107,51.678282,3075.58,"67.1",51,"2",4,14.9553528,false,false,false,false,false,7.77696323394775,-42.4350547790527,264.742279052734,-31.2915026041417,145.298672546651,264.742425516248,AM1_MT_Grenfell_6,1070
1628,AM1_MT_Grenfell_6.0728,2761.14697,50.7727683,2780.94,"41.11",51,"1",4,15.2293701,false,false,false,false,false,-2.80904912948608,13.4512891769409,265.066375732422,-31.2909985746299,145.298561368422,265.066390591674,AM1_MT_Grenfell_6,728
